,product_id,brand,name,date,rating,advantages,disadvantages,comment,all_reviews,vader_score,textblob_score
223,491083590,Welldone,Татьяна В.,20 Декабря 2022,5.0,favorite minced meat conveniently divided portion,,,favorite minced meat conveniently divided portion  ,0.4588,0.5
224,491083590,Welldone,Алена К.,23 Декабря 2022,5.0,,,,  ,0.0,0.0
225,491083590,Welldone,Мария М.,26 Ноября 2022,5.0,good minced meat suitable lasagna perfectly,,,good minced meat suitable lasagna perfectly  ,0.7964,0.75
226,491083590,Welldone,Юрий К.,16 Сентября 2022,5.0,decent vegan stuffing,nt find,love product company,decent vegan stuffing nt find love product company,0.6369,0.3333333333333333
227,491083590,Welldone,Валерия Е.,27 Января 2023,5.0,tasty,dear,,tasty dear ,0.3818,0.0
228,491083590,Welldone,Вера,11 Февраля 2023,5.0,,,,  ,0.0,0.0
229,491083590,Welldone,Дарья Д.,30 Октября 2022,1.0,,,,  ,0.0,0.0
230,491083590,Welldone,Dmitry G.,13 Ноября 2022,5.0,delicious,,,delicious  ,0.5719,1.0
231,491083590,Welldone,Анастасия Л.,24 Мая 2023,5.0,,,,  ,0.0,0.0
232,491083590,Welldone,Анна Р.,12 Сентября 2022,5.0,,,,  ,0.0,0.0
233,491083590,Welldone,Наталья Р.,22 Мая 2023,5.0,,,,  ,0.0,0.0
234,491083590,Welldone,Вероника Б.,10 Мая 2023,4.0,,,,  ,0.0,0.0
235,491083590,Welldone,Ирина П.,7 Мая 2023,5.0,,,,  ,0.0,0.0
236,491083590,Welldone,Юлия К.,25 Апреля 2023,5.0,,,,  ,0.0,0.0
237,491083590,Welldone,Пользователь предпочёл скрыть свои данные,21 Апреля 2023,5.0,,,,  ,0.0,0.0
238,491083590,Welldone,Екатерина Г.,19 Апреля 2023,5.0,,,,  ,0.0,0.0
239,491083590,Welldone,Ирина П.,18 Апреля 2023,5.0,,,,  ,0.0,0.0
240,491083590,Welldone,Ольга Я.,18 Апреля 2023,5.0,,,,  ,0.0,0.0
241,491083590,Welldone,Карина К.,18 Апреля 2023,5.0,,,,  ,0.0,0.0
242,491083590,Welldone,Татьяна Р.,16 Апреля 2023,5.0,,,,  ,0.0,0.0
243,491083590,Welldone,Анна К.,16 Апреля 2023,5.0,,,,  ,0.0,0.0
244,491083590,Welldone,Арсений Х.,5 Апреля 2023,5.0,,,,  ,0.0,0.0
245,491083590,Welldone,Полина Л.,5 Апреля 2023,5.0,,,,  ,0.0,0.0
246,491083590,Welldone,Vika N.,2 Апреля 2023,5.0,,,,  ,0.0,0.0
247,491083590,Welldone,Алина А.,29 Марта 2023,5.0,,,,  ,0.0,0.0
248,491083590,Welldone,Катя М.,26 Марта 2023,5.0,,,,  ,0.0,0.0
249,491083590,Welldone,Наталья Т.,22 Марта 2023,5.0,,,,  ,0.0,0.0
250,491083590,Welldone,Карине Г.,22 Марта 2023,5.0,,,,  ,0.0,0.0
251,491083590,Welldone,Евгения М.,16 Марта 2023,4.0,,,,  ,0.0,0.0
252,491083590,Welldone,Евгения О.,14 Марта 2023,5.0,,,,  ,0.0,0.0
253,491083590,Welldone,Шолопа А.,13 Марта 2023,5.0,,,,  ,0.0,0.0
254,491083590,Welldone,Светлана Д.,8 Марта 2023,5.0,,,,  ,0.0,0.0
255,491083590,Welldone,Анастасия К.,7 Марта 2023,5.0,,,,  ,0.0,0.0
256,491083590,Welldone,Стриканова А.,7 Марта 2023,5.0,,,,  ,0.0,0.0
257,491083590,Welldone,Валентина Щ.,2 Марта 2023,5.0,,,,  ,0.0,0.0
258,491083590,Welldone,Irina S.,1 Марта 2023,5.0,,,,  ,0.0,0.0
259,491083590,Welldone,Vosto V.,26 Февраля 2023,5.0,,,,  ,0.0,0.0
260,491083590,Welldone,Кристина Д.,24 Февраля 2023,5.0,,,,  ,0.0,0.0
261,491083590,Welldone,Сергей Б.,23 Февраля 2023,4.0,,,,  ,0.0,0.0
262,491083590,Welldone,Елена Л.,19 Февраля 2023,5.0,,,,  ,0.0,0.0
263,491083590,Welldone,Светлана С.,17 Февраля 2023,5.0,,,,  ,0.0,0.0
264,491083590,Welldone,Анжелика,10 Февраля 2023,5.0,,,,  ,0.0,0.0
265,491083590,Welldone,Баранова И.,7 Февраля 2023,5.0,,,,  ,0.0,0.0
266,491083590,Welldone,Валерия А.,1 Февраля 2023,5.0,,,,  ,0.0,0.0
267,491083590,Welldone,Ирина К.,25 Января 2023,5.0,,,,  ,0.0,0.0
268,491083590,Welldone,Мария Б.,22 Января 2023,5.0,,,,  ,0.0,0.0
269,491083590,Welldone,Лилия Г.,19 Января 2023,5.0,,,,  ,0.0,0.0
270,491083590,Welldone,Дмитрий К.,15 Января 2023,5.0,,,,  ,0.0,0.0
271,491083590,Welldone,Элла О.,7 Января 2023,5.0,,,,  ,0.0,0.0
272,491083590,Welldone,Сергей С.,3 Января 2023,5.0,,,,  ,0.0,0.0
273,491083590,Welldone,Лера В.,26 Декабря 2022,5.0,,,,  ,0.0,0.0
274,491083590,Welldone,Татьяна К.,26 Декабря 2022,5.0,,,,  ,0.0,0.0
275,491083590,Welldone,Пользователь предпочёл скрыть свои данные,22 Декабря 2022,5.0,,,,  ,0.0,0.0
276,491083590,Welldone,Елена Б.,20 Декабря 2022,5.0,,,,  ,0.0,0.0
277,491083590,Welldone,Реук А.,8 Декабря 2022,4.0,,,,  ,0.0,0.0
278,491083590,Welldone,Денис И.,7 Декабря 2022,5.0,,,,  ,0.0,0.0
279,491083590,Welldone,Пользователь предпочёл скрыть свои данные,5 Декабря 2022,5.0,,,,  ,0.0,0.0
280,491083590,Welldone,Тимур Я.,3 Декабря 2022,5.0,,,,  ,0.0,0.0
281,491083590,Welldone,Лейла Б.,2 Декабря 2022,5.0,,,,  ,0.0,0.0
282,491083590,Welldone,Офелия S.,2 Декабря 2022,5.0,,,,  ,0.0,0.0
283,491083590,Welldone,Роман П.,26 Ноября 2022,5.0,,,,  ,0.0,0.0
284,491083590,Welldone,Кокин А.,22 Ноября 2022,5.0,,,,  ,0.0,0.0
285,491083590,Welldone,Света В.,17 Ноября 2022,5.0,,,,  ,0.0,0.0
286,491083590,Welldone,Екатерина П.,15 Ноября 2022,4.0,,,,  ,0.0,0.0
287,491083590,Welldone,Богдан Г.,14 Ноября 2022,5.0,,,,  ,0.0,0.0
288,491083590,Welldone,Николь Е.,12 Ноября 2022,5.0,,,,  ,0.0,0.0
289,491083590,Welldone,Лика Д.,10 Ноября 2022,5.0,,,,  ,0.0,0.0
290,491083590,Welldone,Сергей С.,7 Ноября 2022,5.0,,,,  ,0.0,0.0
291,491083590,Welldone,Anna K.,3 Ноября 2022,5.0,,,,  ,0.0,0.0
292,491083590,Welldone,Юлия,23 Октября 2022,5.0,,,,  ,0.0,0.0
293,491083590,Welldone,Ирина П.,21 Октября 2022,5.0,,,,  ,0.0,0.0
294,491083590,Welldone,Руслан,20 Октября 2022,5.0,,,,  ,0.0,0.0
295,491083590,Welldone,Максим Р.,19 Октября 2022,5.0,,,,  ,0.0,0.0
296,491083590,Welldone,Владислав Л.,13 Октября 2022,5.0,,,,  ,0.0,0.0
297,491083590,Welldone,Надежда Х.,23 Сентября 2022,5.0,,,,  ,0.0,0.0
298,491083590,Welldone,Ксения З.,16 Сентября 2022,5.0,,,,  ,0.0,0.0
299,491083590,Welldone,Виктория Л.,14 Сентября 2022,5.0,,,,  ,0.0,0.0
300,229186105,Healthy Innovation,Винокурова Ольга,29 Марта 2023,5.0,delicious burger patty,expensive,,delicious burger patty expensive ,0.5719,0.25
301,229186105,Healthy Innovation,Екатерина П.,14 Апреля 2023,5.0,tasty juicy,running fast,tasty cutlet thick burger divide half fine recommend order,tasty juicy running fast tasty cutlet thick burger divide half fine recommend order,0.5106,0.03749999999999999
302,229186105,Healthy Innovation,Анастасия Р.,21 Мая 2023,5.0,taste quality,price,cutlet separate package,taste quality price cutlet separate package,0.0,0.0
303,229186105,Healthy Innovation,Дарья П.,25 Мая 2023,5.0,taste perfect nt eaten beef long time seems even tastier cook much faster,,,taste perfect nt eaten beef long time seems even tastier cook much faster  ,0.5719,0.3833333333333333
304,229186105,Healthy Innovation,Аделина А.,12 Мая 2023,5.0,,fatty necessary fry without oil,, fatty necessary fry without oil ,0.0,-0.1
305,229186105,Healthy Innovation,Пользователь предпочёл скрыть свои данные,25 Мая 2023,5.0,,,,  ,0.0,0.0
306,229186105,Healthy Innovation,Инга С.,19 Мая 2023,5.0,tasty easy cook,,always take ozone good price,tasty easy cook  always take ozone good price,0.7003,0.5666666666666667
307,229186105,Healthy Innovation,joxjgk н.,изменен 2 Апреля 2023,1.0,tasty,new burgundy box written neither ratio concrete composition information old packaging brought new one right,violation law complain rospotrebnadzor,tasty new burgundy box written neither ratio concrete composition information old packaging brought new one right violation law complain rospotrebnadzor,-0.6908,0.1616883116883117
308,229186105,Healthy Innovation,Георгий Я.,8 Мая 2023,5.0,really liked good taste juicy quick cook take periodically pleasure,,,really liked good taste juicy quick cook take periodically pleasure  ,0.8742,0.5444444444444444
309,229186105,Healthy Innovation,Екатерина П.,14 Мая 2023,5.0,cannon bomb rocket delicious,,,cannon bomb rocket delicious  ,0.128,1.0
310,229186105,Healthy Innovation,Виктория С.,23 Апреля 2023,5.0,tasty,addictive,digested perfectly,tasty addictive digested perfectly,0.6369,0.5
311,229186105,Healthy Innovation,Анна З.,4 Мая 2023,4.0,good alternative usual cutlet post,fat,,good alternative usual cutlet post fat ,0.4404,0.22499999999999998
312,229186105,Healthy Innovation,Павел Л.,10 Апреля 2023,5.0,grill tasty almost like meat,well would like little cheaper,definitely recommend,grill tasty almost like meat well would like little cheaper definitely recommend,0.8482,-0.09375
313,229186105,Healthy Innovation,Елена Н.,12 Мая 2023,5.0,tasty,fat,,tasty fat ,0.0,0.0
314,229186105,Healthy Innovation,Лорена С.,17 Апреля 2023,5.0,taste naturalness composition,,excellent product dilutes diet,taste naturalness composition  excellent product dilutes diet,0.5719,1.0
315,229186105,Healthy Innovation,Пользователь предпочёл скрыть свои данные,14 Апреля 2023,5.0,unexpectedly tasty bought post buy like,,,unexpectedly tasty bought post buy like  ,0.3612,0.1
316,229186105,Healthy Innovation,Станислава Д.,20 Апреля 2023,5.0,delicious cutlet love company hi,,,delicious cutlet love company hi  ,0.836,0.75
317,229186105,Healthy Innovation,Юлия К.,22 Апреля 2023,5.0,taste meat,,nt taste better,taste meat  nt taste better,0.4404,0.5
318,229186105,Healthy Innovation,Пользователь предпочёл скрыть свои данные,9 Апреля 2023,5.0,tasty bother,,cool post,tasty bother  cool post,-0.0258,0.35
319,229186105,Healthy Innovation,Владимир З.,29 Марта 2023,5.0,best class take,,,best class take  ,0.6369,1.0
320,229186105,Healthy Innovation,Пользователь предпочёл скрыть свои данные,28 Марта 2023,5.0,favorite producer vegetable cutlet,,,favorite producer vegetable cutlet  ,0.4588,0.5
321,229186105,Healthy Innovation,Ирина И.,24 Марта 2023,5.0,well tasty cutlet,expensive,,well tasty cutlet expensive ,0.2732,-0.5
322,229186105,Healthy Innovation,Екатерина С.,27 Марта 2023,5.0,excellent cutlet delicious,,,excellent cutlet delicious  ,0.8126,1.0
323,229186105,Healthy Innovation,илья ш.,4 Апреля 2023,5.0,tasty,,,tasty  ,0.0,0.0
324,229186105,Healthy Innovation,Максим Е.,30 Марта 2023,5.0,tasty cutlet,,,tasty cutlet  ,0.0,0.0
325,229186105,Healthy Innovation,Валерия Ф.,8 Апреля 2023,5.0,best cutlet,,,best cutlet  ,0.6369,1.0
326,229186105,Healthy Innovation,наталья с.,5 Апреля 2023,5.0,,,,  ,0.0,0.0
327,229186105,Healthy Innovation,арановская светлана,27 Мая 2023,5.0,,,,  ,0.0,0.0
328,229186105,Healthy Innovation,Пользователь предпочёл скрыть свои данные,2 Апреля 2023,5.0,tasty,,,tasty  ,0.0,0.0
329,229186105,Healthy Innovation,Павел М.,25 Марта 2023,5.0,gorgeous,,,gorgeous  ,0.6124,0.7
330,229186105,Healthy Innovation,Алла А.,25 Марта 2023,5.0,,,,  ,0.0,0.0
331,229186105,Healthy Innovation,Федор К.,19 Апреля 2023,5.0,,,,  ,0.0,0.0
332,229186105,Healthy Innovation,Rita,29 Марта 2023,5.0,delicious,,,delicious  ,0.5719,1.0
333,229186105,Healthy Innovation,Тамара С.,29 Марта 2023,5.0,,,,  ,0.0,0.0
334,229186105,Healthy Innovation,Анна Ф.,26 Мая 2023,5.0,,,,  ,0.0,0.0
335,229186105,Healthy Innovation,Екатерина П.,24 Мая 2023,5.0,,,,  ,0.0,0.0
336,229186105,Healthy Innovation,Кирилл С.,24 Мая 2023,5.0,,,,  ,0.0,0.0
337,229186105,Healthy Innovation,Анастасия Л.,24 Мая 2023,5.0,,,,  ,0.0,0.0
338,229186105,Healthy Innovation,Оксана К.,23 Мая 2023,5.0,,,,  ,0.0,0.0
339,229186105,Healthy Innovation,Лиля Н.,22 Мая 2023,5.0,,,,  ,0.0,0.0
340,229186105,Healthy Innovation,Артём П.,22 Мая 2023,5.0,,,,  ,0.0,0.0
341,229186105,Healthy Innovation,Rina K.,22 Мая 2023,5.0,,,,  ,0.0,0.0
342,229186105,Healthy Innovation,Маргарита М.,20 Мая 2023,5.0,,,,  ,0.0,0.0
343,229186105,Healthy Innovation,отто юлия,18 Мая 2023,5.0,,,,  ,0.0,0.0
344,229186105,Healthy Innovation,Ольга В.,18 Мая 2023,5.0,,,,  ,0.0,0.0
345,229186105,Healthy Innovation,Кирилл К.,17 Мая 2023,5.0,,,,  ,0.0,0.0
346,229186105,Healthy Innovation,Алексей В.,16 Мая 2023,5.0,,,,  ,0.0,0.0
347,229186105,Healthy Innovation,Хадижат А.,15 Мая 2023,5.0,,,,  ,0.0,0.0
348,229186105,Healthy Innovation,Пользователь предпочёл скрыть свои данные,15 Мая 2023,5.0,,,,  ,0.0,0.0
349,229186105,Healthy Innovation,Пользователь предпочёл скрыть свои данные,15 Мая 2023,5.0,,,,  ,0.0,0.0
350,229186105,Healthy Innovation,Key M.,14 Мая 2023,5.0,,,,  ,0.0,0.0
351,229186105,Healthy Innovation,Анастасия Л.,12 Мая 2023,5.0,,,,  ,0.0,0.0
352,229186105,Healthy Innovation,Виталий Ц.,12 Мая 2023,5.0,,,,  ,0.0,0.0
353,229186105,Healthy Innovation,Валентина,11 Мая 2023,5.0,,,,  ,0.0,0.0
354,229186105,Healthy Innovation,Марина И.,11 Мая 2023,5.0,,,,  ,0.0,0.0
355,229186105,Healthy Innovation,Екатерина,10 Мая 2023,5.0,,,,  ,0.0,0.0
356,229186105,Healthy Innovation,Дарья Ч.,6 Мая 2023,5.0,,,,  ,0.0,0.0
357,229186105,Healthy Innovation,Людмила Н.,4 Мая 2023,5.0,,,,  ,0.0,0.0
358,229186105,Healthy Innovation,Анастасия Т.,4 Мая 2023,5.0,,,,  ,0.0,0.0
359,229186105,Healthy Innovation,Юлия В.,2 Мая 2023,5.0,,,,  ,0.0,0.0
360,229186105,Healthy Innovation,Мария А.,2 Мая 2023,5.0,,,,  ,0.0,0.0
361,229186105,Healthy Innovation,Вячеслав С.,1 Мая 2023,5.0,,,,  ,0.0,0.0
362,229186105,Healthy Innovation,Влад С.,1 Мая 2023,5.0,,,,  ,0.0,0.0
363,229186105,Healthy Innovation,Елена Ж.,28 Апреля 2023,5.0,,,,  ,0.0,0.0
364,229186105,Healthy Innovation,Владислав Ш.,28 Апреля 2023,5.0,,,,  ,0.0,0.0
365,229186105,Healthy Innovation,Александр М.,27 Апреля 2023,5.0,,,,  ,0.0,0.0
366,229186105,Healthy Innovation,Евгения,27 Апреля 2023,5.0,,,,  ,0.0,0.0
367,229186105,Healthy Innovation,Владислав Б.,26 Апреля 2023,5.0,,,,  ,0.0,0.0
368,229186105,Healthy Innovation,Александра С.,26 Апреля 2023,5.0,,,,  ,0.0,0.0
369,229186105,Healthy Innovation,Пользователь предпочёл скрыть свои данные,24 Апреля 2023,5.0,,,,  ,0.0,0.0
370,229186105,Healthy Innovation,Лорена С.,24 Апреля 2023,5.0,,,,  ,0.0,0.0
371,229186105,Healthy Innovation,Артём П.,24 Апреля 2023,5.0,,,,  ,0.0,0.0
372,229186105,Healthy Innovation,Алина Д.,24 Апреля 2023,5.0,,,,  ,0.0,0.0
373,229186105,Healthy Innovation,Илья П.,23 Апреля 2023,5.0,,,,  ,0.0,0.0
374,229186105,Healthy Innovation,Владислав С.,21 Апреля 2023,5.0,,,,  ,0.0,0.0
375,229186105,Healthy Innovation,Златушик,21 Апреля 2023,5.0,,,,  ,0.0,0.0
376,229186105,Healthy Innovation,Владимир Т.,10 Апреля 2023,5.0,,,,  ,0.0,0.0
377,229186105,Healthy Innovation,Владислав Ш.,8 Апреля 2023,5.0,,,,  ,0.0,0.0
378,229186105,Healthy Innovation,Усольцева Ирина,7 Апреля 2023,5.0,,,,  ,0.0,0.0
379,229186105,Healthy Innovation,Константин Т.,7 Апреля 2023,5.0,,,,  ,0.0,0.0
380,229186105,Healthy Innovation,Константин Т.,7 Апреля 2023,5.0,,,,  ,0.0,0.0
381,229186105,Healthy Innovation,Алексей М.,6 Апреля 2023,5.0,,,,  ,0.0,0.0
382,229186105,Healthy Innovation,Екатерина Б.,5 Апреля 2023,5.0,,,,  ,0.0,0.0
383,229186105,Healthy Innovation,Полина Л.,5 Апреля 2023,5.0,,,,  ,0.0,0.0
384,229186105,Healthy Innovation,Ольга Н.,3 Апреля 2023,5.0,,,,  ,0.0,0.0
385,229186105,Healthy Innovation,Екатерина М.,2 Апреля 2023,4.0,,,,  ,0.0,0.0
386,229186105,Healthy Innovation,Ирина К.,1 Апреля 2023,5.0,,,,  ,0.0,0.0
387,229186105,Healthy Innovation,Анастасия А.,31 Марта 2023,4.0,,,,  ,0.0,0.0
388,229186105,Healthy Innovation,Кислицина Ольга,30 Марта 2023,5.0,,,,  ,0.0,0.0
389,229186105,Healthy Innovation,Евгений Р.,29 Марта 2023,5.0,,,,  ,0.0,0.0
390,229186105,Healthy Innovation,Елена С.,28 Марта 2023,5.0,,,,  ,0.0,0.0
391,229186105,Healthy Innovation,Соколова К.,28 Марта 2023,5.0,,,,  ,0.0,0.0
392,229186105,Healthy Innovation,Майя И.,27 Марта 2023,5.0,,,,  ,0.0,0.0
393,229186105,Healthy Innovation,Елена Б.,27 Марта 2023,5.0,,,,  ,0.0,0.0
394,229186105,Healthy Innovation,Аля Б.,26 Марта 2023,5.0,,,,  ,0.0,0.0
395,229186105,Healthy Innovation,екатерина г.,26 Марта 2023,5.0,,,,  ,0.0,0.0
396,229186105,Healthy Innovation,Александр Д.,25 Марта 2023,5.0,,,,  ,0.0,0.0
397,229186105,Healthy Innovation,Зарема Т.,25 Марта 2023,5.0,,,,  ,0.0,0.0
398,229186105,Healthy Innovation,Арина К.,24 Марта 2023,5.0,,,,  ,0.0,0.0
399,229186105,Healthy Innovation,Андрей С.,24 Марта 2023,5.0,,,,  ,0.0,0.0
400,229186105,Healthy Innovation,Евгений С.,10 Декабря 2022,5.0,,,,  ,0.0,0.0
401,229186105,Healthy Innovation,Tanja K.,10 Декабря 2022,5.0,really liked even meat eater eat pleasure perfectly packaged individually packaged easy prepare great sandwich burger recommend,,,really liked even meat eater eat pleasure perfectly packaged individually packaged easy prepare great sandwich burger recommend  ,0.9661,0.5666666666666667
402,229186105,Healthy Innovation,Пользователь предпочёл скрыть свои данные,10 Декабря 2022,5.0,,,,  ,0.0,0.0
403,229186105,Healthy Innovation,Марина Т.,9 Декабря 2022,5.0,,,,  ,0.0,0.0
404,229186105,Healthy Innovation,Пользователь предпочёл скрыть свои данные,8 Декабря 2022,5.0,,,,  ,0.0,0.0
405,229186105,Healthy Innovation,Света Р.,7 Декабря 2022,5.0,,,,  ,0.0,0.0
406,229186105,Healthy Innovation,Арнольд Ш.,24 Декабря 2022,3.0,worthy alternative meat,frying stink much,,worthy alternative meat frying stink much ,0.0516,0.26666666666666666
407,229186105,Healthy Innovation,Мария К.,7 Декабря 2022,5.0,,,,  ,0.0,0.0
408,229186105,Healthy Innovation,Александр Б.,7 Декабря 2022,5.0,tasty,,,tasty  ,0.0,0.0
409,229186105,Healthy Innovation,Денис И.,23 Декабря 2022,5.0,mega delicious,,distinguished usual one like grandma childhood,mega delicious  distinguished usual one like grandma childhood,0.7351,0.375
410,229186105,Healthy Innovation,Olga R.,6 Декабря 2022,5.0,,,,  ,0.0,0.0
411,229186105,Healthy Innovation,Екатерина А.,6 Декабря 2022,5.0,,,,  ,0.0,0.0
412,229186105,Healthy Innovation,Елизавета С.,5 Декабря 2022,5.0,,,,  ,0.0,0.0
413,229186105,Healthy Innovation,Ольга К.,5 Декабря 2022,5.0,cutlet sooo delicious,,possible vegan,cutlet sooo delicious  possible vegan,0.5719,0.5
414,229186105,Healthy Innovation,Юрий Д.,5 Декабря 2022,5.0,texture taste indistinguishable meat,,,texture taste indistinguishable meat  ,0.0,0.0
415,229186105,Healthy Innovation,Марина Э.,5 Декабря 2022,5.0,,,,  ,0.0,0.0
416,229186105,Healthy Innovation,Elena E.,4 Декабря 2022,5.0,delicious juicy nutritious,,,delicious juicy nutritious  ,0.5719,1.0
417,229186105,Healthy Innovation,Елизавета В.,3 Декабря 2022,5.0,,,,  ,0.0,0.0
418,229186105,Healthy Innovation,Пользователь предпочёл скрыть свои данные,19 Декабря 2022,1.0,always great cutlet,spoiled one came,buy quite often first time arrived spoiled feel like thawed frozen back collapsed disgusting smell taste frying given cost unacceptable better overpay hundred ruble buy store,always great cutlet spoiled one came buy quite often first time arrived spoiled feel like thawed frozen back collapsed disgusting smell taste frying given cost unacceptable better overpay hundred ruble buy store,0.25,0.11000000000000001
419,229186105,Healthy Innovation,Анна С.,30 Ноября 2022,5.0,,,,  ,0.0,0.0
420,229186105,Healthy Innovation,Александр,14 Декабря 2022,5.0,tasty delicious,,thanks ozon opportunity buy,tasty delicious  thanks ozon opportunity buy,0.8555,0.6
421,229186105,Healthy Innovation,Ксения Г.,30 Ноября 2022,5.0,best cutlet world,,,best cutlet world  ,0.6369,1.0
422,229186105,Healthy Innovation,Пользователь предпочёл скрыть свои данные,30 Ноября 2022,5.0,nutritious delicious,,recommend,nutritious delicious  recommend,0.7351,1.0
423,229186105,Healthy Innovation,Мария И.,29 Ноября 2022,5.0,,,,  ,0.0,0.0
424,229186105,Healthy Innovation,Наталья С.,29 Ноября 2022,5.0,,,,  ,0.0,0.0
425,229186105,Healthy Innovation,Елизавета С.,28 Ноября 2022,5.0,,,,  ,0.0,0.0
426,229186105,Healthy Innovation,Станислава С.,27 Ноября 2022,5.0,,,,  ,0.0,0.0
427,229186105,Healthy Innovation,Сергей А.,27 Ноября 2022,5.0,,,,  ,0.0,0.0
428,229186105,Healthy Innovation,Лидия Ц.,26 Ноября 2022,5.0,,,,  ,0.0,0.0
429,229186105,Healthy Innovation,Жанна С.,26 Ноября 2022,4.0,,,,  ,0.0,0.0
430,229186105,Healthy Innovation,Андрей Ш.,26 Ноября 2022,5.0,,,,  ,0.0,0.0
431,229186105,Healthy Innovation,Андрей,22 Ноября 2022,5.0,,,,  ,0.0,0.0
432,229186105,Healthy Innovation,Юлия Т.,21 Ноября 2022,4.0,,,,  ,0.0,0.0
433,229186105,Healthy Innovation,Мария М.,21 Ноября 2022,5.0,delicious cutlet,,,delicious cutlet  ,0.5719,1.0
434,229186105,Healthy Innovation,Кристина Л.,21 Ноября 2022,5.0,,,,  ,0.0,0.0
435,229186105,Healthy Innovation,Елена Ф.,20 Ноября 2022,5.0,,,,  ,0.0,0.0
436,229186105,Healthy Innovation,Мария К.,2 Декабря 2022,5.0,,,,  ,0.0,0.0
437,229186105,Healthy Innovation,Пользователь предпочёл скрыть свои данные,2 Декабря 2022,5.0,delicious satisfying,,lovely cutlet,delicious satisfying  lovely cutlet,0.8885,0.6666666666666666
438,229186105,Healthy Innovation,Пользователь предпочёл скрыть свои данные,17 Ноября 2022,5.0,,,,  ,0.0,0.0
439,229186105,Healthy Innovation,Игорь Г.,16 Ноября 2022,5.0,delicious vegetarian cutlet tried many option including foreign one,,,delicious vegetarian cutlet tried many option including foreign one  ,0.5719,0.4583333333333333
440,229186105,Healthy Innovation,Юля П.,15 Ноября 2022,5.0,tasty delivered time package whole,,make burger delicious satisfying definitely buy,tasty delivered time package whole  make burger delicious satisfying definitely buy,0.8555,0.425
441,229186105,Healthy Innovation,Анна К.,15 Ноября 2022,5.0,super delicious vegan cutlet think even people traditional diet understand vegetable,,delicious satisfying cook quickly,super delicious vegan cutlet think even people traditional diet understand vegetable  delicious satisfying cook quickly,0.936,0.5277777777777778
442,229186105,Healthy Innovation,Юлия К.,15 Ноября 2022,5.0,best cutlet segment,,,best cutlet segment  ,0.6369,1.0
443,229186105,Healthy Innovation,Екатерина З.,14 Ноября 2022,5.0,packaging,price biting,tasty feel like eating beef patty thought burger would turn soso eating meat many year wow eat like even side dish add lingonberry sauce feel like eating meatball ikea,packaging price biting tasty feel like eating beef patty thought burger would turn soso eating meat many year wow eat like even side dish add lingonberry sauce feel like eating meatball ikea,0.8834,0.3
444,229186105,Healthy Innovation,Буркова К.,13 Ноября 2022,5.0,,,,  ,0.0,0.0
445,229186105,Healthy Innovation,Наталья Г.,12 Ноября 2022,5.0,,,,  ,0.0,0.0
446,229186105,Healthy Innovation,Анна,12 Ноября 2022,5.0,best vegetable cutlet vegan one tried,,fry longer indicated package drier like better way,best vegetable cutlet vegan one tried  fry longer indicated package drier like better way,0.8625,0.75
447,229186105,Healthy Innovation,Дария Д.,12 Ноября 2022,5.0,tasty cutlet meateater friend even take soy stunned burger delicious independent dish high,missing,,tasty cutlet meateater friend even take soy stunned burger delicious independent dish high missing ,0.6486,0.24
448,229186105,Healthy Innovation,Владимир,12 Ноября 2022,5.0,,,,  ,0.0,0.0
449,229186105,Healthy Innovation,Дмитрий Е.,12 Ноября 2022,5.0,,,,  ,0.0,0.0
450,229186105,Healthy Innovation,Дарья М.,11 Ноября 2022,5.0,,,,  ,0.0,0.0
451,229186105,Healthy Innovation,Ольга П.,11 Ноября 2022,5.0,,,,  ,0.0,0.0
452,229186105,Healthy Innovation,Анастасия Л.,10 Ноября 2022,5.0,,,,  ,0.0,0.0
453,229186105,Healthy Innovation,Дарья В.,10 Ноября 2022,5.0,best alternative cutlet market term taste profitable buy format,,,best alternative cutlet market term taste profitable buy format  ,0.7964,1.0
454,229186105,Healthy Innovation,Наталья К.,15 Ноября 2022,5.0,damn delicious juicy defrosting required lot cutlet box,,really hope harmful still afraid soy modified nt eat animal bird rd year already sometimes buy soy meat son rarely give burger cutlet good bun vkusville lettuce leaf tomato read completely,damn delicious juicy defrosting required lot cutlet box  really hope harmful still afraid soy modified nt eat animal bird rd year already sometimes buy soy meat son rarely give burger cutlet good bun vkusville lettuce leaf tomato read completely,0.796,0.2833333333333333
455,229186105,Healthy Innovation,Алия К.,9 Ноября 2022,5.0,,,,  ,0.0,0.0
456,229186105,Healthy Innovation,Анастасия И.,изменен 29 Декабря 2022,5.0,texture taste consistency,,opinion delicious cutlet vegetable triedthank much manufacturer,texture taste consistency  opinion delicious cutlet vegetable triedthank much manufacturer,0.5719,0.6
457,229186105,Healthy Innovation,Веды С.,9 Ноября 2022,5.0,,,,  ,0.0,0.0
458,229186105,Healthy Innovation,Валентин В.,8 Ноября 2022,5.0,,,,  ,0.0,0.0
459,229186105,Healthy Innovation,Прус Наталья,8 Ноября 2022,5.0,,,,  ,0.0,0.0
460,229186105,Healthy Innovation,Братцева Татьяна,6 Ноября 2022,5.0,taste convenient packaging,,delicious meat patty usually feeling heaviness everything fine,taste convenient packaging  delicious meat patty usually feeling heaviness everything fine,0.7184,0.3888888888888889
